19  Tractors,,540,738,821,0,2099,1243,980,231,0,0,2454,2117,497,586,0,3200
20 Trailors,,1034,866,890,0,2790,920,1295,202,0,0,2417,1058,526,650,0,2234
21 Others,,3,9,9,0,21,31,0,0,0,0,31,0,2,11,0,13
Total ...,,28120,18807,20554,0,67481,78605,22099,28645,0,0,129349,41635,14488,14533,0,70656
Sr. Category,,Dhule,Jal-,Nandur-,Dhule,A'bad,Jalna,Beed,A'bad,Latur,O'sman-,A'mbe-,Latur,Nanded,Par-,Hingoli,Nanded
No.,,,gaon,bar,Region,,,,Region,,bad,jogai,Region,,bhani,,Region
1 2,,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1 Motor Cycles,,6542,12627,0,19169,14673,3613,5075,23361,4355,2603,0,6958,4191,3744,0,7935
2 Scooters,,184,796,0,980,3022,57,26,3105,84,75,0,159,457,54,0,511
3 Moped,,1322,2773,0,4095,602,414,891,1907,831,63,0,894,552,675,0,1227
Total --Two Wheelers,,8048,16196,0,24244,18297,4084,5992,28373,5270,2741,0,8011,5200,4473,0,9673
4  Cars,,364,844,0,1208,1528,238,260,2026,344,227,0,571,401,208,0,609
5 Jeeps,,272,354,0,626,642,171,383,1196,274,75,0,349,238,186,0,424
6 Stn. Wagons,,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0
7 a) Taxis meter fited,,163,84,0,247,45,8,0,53,29,0,0,29,0,15,0,15
7 b) Luxury /Turist Cabs/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Auto-rikshaws,,478,866,0,1344,1501,116,276,1893,348,44,0,392,733,275,0,1008
9 Stage carriages,,0,0,0,0,528,0,0,528,0,0,0,0,0,0,0,0
10 Contract carriages /Mini Bus,,3,67,0,70,3,0,0,3,0,0,0,0,0,0,0,0
11 School Buses,,2,0,0,2,14,0,2,16,3,0,0,3,2,0,0,2
12 Private Service Vehicles,,2,0,0,2,3,0,3,6,0,0,0,0,8,0,0,8
13 Ambulances,,2,5,0,7,2,0,0,2,1,1,0,2,0,0,0,0
14 Articulated/Multi.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15  Trucks & Lorries,,304,236,0,540,518,96,149,763,175,46,0,221,337,117,0,454
16 Tanker,,8,0,0,8,7,0,1,8,3,0,0,3,0,0,0,0
17  Delivery Van (4 wheelers),,145,104,0,249,395,142,111,648,114,91,0,205,65,40,0,105
18  Delivery Van (3 wheelers),,155,286,0,441,178,10,18,206,103,69,0,172,13,1,0,14
19  Tractors,,421,718,0,1139,485,328,500,1313,367,364,0,731,236,210,0,446
20 Trailors,,504,820,0,1324,36,306,473,815,339,284,0,623,286,221,0,507
21 Others,,4,5,0,9,0,0,0,0,0,7,0,7,0,0,0,0
Total ...,,10876,20585,0,31461,24184,5499,8168,37851,7370,3949,0,11319,7519,5746,0,13265
Sr. Category,,A'wati,Bul-,Y'wat -,Akola,Washim,Amravati,Nagpur,Wardha,Nagpur,Nag.(U),Nagpur,Gad-,Chandra-,Gondia,Bhan-,Nag.(R),State
No.,,,dhana,mal,,,Region,,,(East),Region,Rural,chiroli,pur,,dara,Region,
1 2,,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
1 Motor Cycles,,6419,5576,6296,7355,0,25646,20758,2708,0,23466,0,1826,7119,4630,0,13575,343565
2 Scooters,,1214,213,619,627,0,2673,7868,454,0,8322,0,80,1108,675,0,1863,68430
3 Moped,,3273,1122,2094,2745,0,9234,14235,1112,0,15347,0,256,1815,1630,0,3701,62674
Total --Two Wheelers,,10906,6911,9009,10727,0,37553,42861,4274,0,47135,0,2162,10042,6935,0,19139,474669
4  Cars,,597,264,367,551,0,1779,3872,94,0,3966,0,49,424,280,0,753,75824
5 Jeeps,,175,172,207,233,0,787,669,102,0,771,0,37,207,119,0,363,15803
6 Stn. Wagons,,1,1,0,0,0,2,3,0,0,3,0,0,0,0,0,0,112
7 a) Taxis meter fited,,39,49,104,302,0,494,96,8,0,104,0,26,16,13,0,55,6108
7 b) Luxury /Turist Cabs/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Auto-rikshaws,,691,823,619,989,0,3122,549,270,0,819,0,3,26,10,0,39,28206
9 Stage carriages,,3,0,1,0,0,4,259,0,0,259,0,0,0,2,0,2,1746
10 Contract carriages /Mini Bus,,14,3,6,3,0,26,15,2,0,17,0,1,10,0,0,11,792
11 School Buses,,2,7,4,5,0,18,1,1,0,2,0,0,0,1,0,1,60
12 Private Service Vehicles,,0,3,1,0,0,4,52,1,0,53,0,0,0,5,0,5,194
13 Ambulances,,1,2,2,0,0,5,14,1,0,15,0,2,11,0,0,13,174
14 Articulated/Multi.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15  Trucks & Lorries,,53,64,84,57,0,258,436,25,0,461,0,0,256,47,0,303,9054
16 Tanker,,0,0,0,0,0,0,19,0,0,19,0,0,1,2,0,3,523
17  Delivery Van (4 wheelers),,66,105,59,70,0,300,571,29,0,600,0,20,116,27,0,163,9095
18  Delivery Van (3 wheelers),,171,135,102,118,0,526,160,53,0,213,0,4,76,23,0,103,7325
19  Tractors,,235,516,334,383,0,1468,308,114,0,422,0,116,299,326,0,741,14173
20 Trailors,,175,431,380,297,0,1283,265,142,0,407,0,96,262,283,0,641,13290
21 Others,,94,1,0,9,0,104,27,1,0,28,0,0,11,0,0,11,409
Total ...,,13223,9487,11279,13744,0,47733,50177,5117,0,55294,0,2516,11757,8073,0,22346,657557
Sr. Category,,Mumbai,Mumbai,Mumbai,Borivali,Gr.,Thane,Kalyan,Vashi,Vasai,Thane,Panvel,Pen-,Ratna-,Sindhu-,Panvel
No.,,(C),(W),(E),,Mumbai,,,,,Region,,Raigad,giri,durg,Region
1 2,,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1 Motor Cycles,,9533,12620,8351,0,30504,21850,7423,0,0,29273,0,8990,5131,3097,17218
2 Scooters,,2723,5798,1051,0,9572,4304,2044,0,0,6348,0,2350,479,289,3118
3 Moped,,149,25,201,0,375,1634,1312,0,0,2946,0,2,0,279,281
Total --Two Wheelers,,12405,18443,9603,0,40451,27788,10779,0,0,38567,0,11342,5610,3665,20617
4  Cars,,8457,9642,2529,0,20628,15519,1087,0,0,16606,0,2748,648,277,3673
5 Jeeps,,360,278,109,0,747,2748,206,0,0,2954,0,758,128,24,910
6 Stn. Wagons,,0,0,4,0,4,5,0,0,0,5,0,2,6,36,44
7 a) Taxis meter fited,,1571,382,87,0,2040,909,100,0,0,1009,0,1743,11,106,1860
7 b) Luxury /Turist Cabs/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Auto-rikshaws,,0,4305,1874,0,6179,5398,1943,0,0,7341,0,702,1925,884,3511
9 Stage carriages,,156,0,0,0,156,30,0,0,0,30,0,0,0,0,0
10 Contract carriages /Mini Bus,,72,99,19,0,190,136,5,0,0,141,0,6,9,1,16
11 School Buses,,1,19,0,0,20,24,2,0,0,26,0,149,1,2,152
12 Private Service Vehicles,,66,30,7,0,103,46,6,0,0,52,0,5,0,9,14
13 Ambulances,,16,20,6,0,42,9,11,0,0,20,0,13,5,2,20
14 Articulated/Multi.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15  Trucks & Lorries,,35,13,5,0,53,3075,127,0,0,3202,0,218,64,109,391
16 Tanker,,24,3,0,0,27,92,0,0,0,92,0,241,11,0,252
17  Delivery Van (4 wheelers),,157,145,33,0,335,1413,109,0,0,1522,0,801,194,179,1174
18  Delivery Van (3 wheelers),,178,570,308,0,1056,1249,240,0,0,1489,0,372,194,93,659
19  Tractors,,0,20,0,0,20,76,13,0,0,89,0,48,31,13,92
20 Trailors,,0,6,0,0,6,128,6,0,0,134,0,48,29,43,120
21 Others,,30,0,10,0,40,122,9,0,0,131,0,74,11,3,88
Total ...,,23528,33975,14594,0,72097,58767,14643,0,0,73410,0,19270,8877,5446,33593
Sr. Category,,Kolha-,Sangli,Satara,Karad,Kolhapur,Pune,Solapur,Pimpri-,Bara-,Akluj,Pune,Nashik,A'mad-,S'ram-,Male-,Nashik
No.,,pur,,,,Region,,,Chinch,mati,,Region,,nagar,pur,gaon,Region
1 2,,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1 Motor Cycles,,21851,14182,13343,0,49376,46625,14694,19270,0,0,80589,26972,11585,13387,0,51944
2 Scooters,,1120,725,352,0,2197,10357,353,4468,0,0,15178,2822,214,57,0,3093
3 Moped,,2429,1188,1212,0,4829,5427,2387,2830,0,0,10644,2437,1024,770,0,4231
Total --Two Wheelers,,25400,16095,14907,0,56402,62409,17434,26568,0,0,106411,32231,12823,14214,0,59268
4  Cars,,1777,917,870,0,3564,11010,613,2866,0,0,14489,2462,807,621,0,3890
5 Jeeps,,538,535,368,0,1441,1813,601,806,0,0,3220,1322,231,261,0,1814
6 Stn. Wagons,,1,28,2,0,31,0,10,0,0,0,10,1,0,0,0,1
7 a) Taxis meter fited,,0,30,35,0,65,259,0,54,0,0,313,165,18,131,0,314
7 b) Luxury /Turist Cabs/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Auto-rikshaws,,578,126,267,0,971,3046,402,497,0,0,3945,1483,182,295,0,1960
9 Stage carriages,,0,0,76,0,76,28,0,0,0,0,28,0,0,0,0,0
10 Contract carriages /Mini Bus,,16,2,1,0,19,119,6,30,0,0,155,3,0,0,0,3
11 School Buses,,0,1,2,0,3,0,0,0,0,0,0,0,1,12,0,13
12 Private Service Vehicles,,0,7,1,0,8,0,0,0,0,0,0,0,2,1,0,3
13 Ambulances,,18,5,9,0,32,24,4,10,0,0,38,11,6,5,0,22
14 Articulated/Multi.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15  Trucks & Lorries,,215,166,165,0,546,523,88,370,0,0,981,315,122,182,0,619
16 Tanker,,28,11,0,0,39,77,1,0,0,0,78,19,0,12,0,31
17  Delivery Van (4 wheelers),,138,262,171,0,571,740,319,394,0,0,1453,740,256,226,0,1222
18  Delivery Van (3 wheelers),,290,251,525,0,1066,1323,136,574,0,0,2033,244,263,322,0,829
19  Tractors,,511,555,644,0,1710,659,576,344,0,0,1579,1433,463,534,0,2430
20 Trailors,,832,650,451,0,1933,586,430,212,0,0,1228,909,413,528,0,1850
21 Others,,7,4,3,0,14,27,0,4,0,0,31,5,14,8,0,27
Total ...,,30349,19645,18497,0,68491,82643,20620,32729,0,0,135992,41343,15601,17352,0,74296
Sr. Category,,Dhule,Jal-,Nandur-,Dhule,A'bad,Jalna,Beed,A'bad,Latur,O'sman-,A'mbe-,Latur,Nanded,Par-,Hingoli,Nanded
No.,,,gaon,bar,Region,,,,Region,,bad,jogai,Region,,bhani,,Region
1 2,,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1 Motor Cycles,,6588,15232,0,21820,16466,3898,4863,25227,4729,2706,0,7435,5711,3298,1011,10020
2 Scooters,,98,399,0,497,1480,13,11,1504,60,25,0,85,246,47,2,295
3 Moped,,1200,2833,0,4033,351,312,622,1285,609,172,0,781,588,650,104,1342
Total --Two Wheelers,,7886,18464,0,26350,18297,4223,5496,28016,5398,2903,0,8301,6545,3995,1117,11657
4  Cars,,343,1020,0,1363,1616,229,268,2113,395,199,0,594,350,208,40,598
5 Jeeps,,203,293,0,496,437,219,280,936,185,0,0,185,293,189,42,524
6 Stn. Wagons,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 a) Taxis meter fited,,163,163,0,326,0,0,0,0,104,27,0,131,0,0,0,0
7 b) Luxury /Turist Cabs/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Auto-rikshaws,,272,931,0,1203,1841,83,292,2216,371,131,0,502,894,280,66,1240
9 Stage carriages,,0,0,0,0,587,0,0,587,0,0,0,0,0,0,0,0
10 Contract carriages /Mini Bus,,7,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0
11 School Buses,,0,1,0,1,33,2,2,37,4,0,0,4,0,0,0,0
12 Private Service Vehicles,,2,0,0,2,0,0,0,0,4,0,0,4,2,0,0,2
13 Ambulances,,1,11,0,12,8,0,0,8,3,2,0,5,0,0,1,1
14 Articulated/Multi.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15  Trucks & Lorries,,276,228,0,504,590,66,176,832,95,30,0,125,199,68,7,274
16 Tanker,,14,3,0,17,9,0,0,9,0,0,0,0,0,0,0,0
17  Delivery Van (4 wheelers),,114,114,0,228,620,117,102,839,223,90,0,313,48,4,16,68
18  Delivery Van (3 wheelers),,104,263,0,367,19,10,30,59,119,146,0,265,0,0,2,2
19  Tractors,,261,563,0,824,410,211,317,938,194,286,0,480,75,90,74,239
20 Trailors,,214,576,0,790,122,184,223,529,183,200,0,383,102,92,52,246
21 Others,,10,5,0,15,0,0,0,0,0,1,0,1,0,0,0,0
Total ...,,9870,22665,0,32535,24589,5344,7186,37119,7278,4015,0,11293,8508,4926,1417,14851
Sr. Category,,A'wati,Bul-,Y'wat -,Akola,Washim,Amravati,Nagpur,Wardha,Nagpur,Nag.(U),Nagpur,Gad-,Chandra-,Gondia,Bhan-,Nag.(R),State
No.,,,dhana,mal,,,Region,,,(East),Region,Rural,chiroli,pur,,dara,Region,
1 2,,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
1 Motor Cycles,,7621,6803,5854,6207,1392,27877,28272,2864,0,31136,0,1618,1943,4057,1520,9138,391557
2 Scooters,,576,105,270,718,27,1696,6170,513,0,6683,0,161,631,346,45,1183,51449
3 Moped,,4155,1148,2824,3303,225,11655,13745,1400,0,15145,0,36,7719,1195,354,9304,66851
Total --Two Wheelers,,12352,8056,8948,10228,1644,41228,48187,4777,0,52964,0,1815,10293,5598,1919,19625,509857
4  Cars,,757,275,331,523,60,1946,4512,100,0,4612,0,43,491,201,65,800,74876
5 Jeeps,,259,136,141,161,20,717,676,95,0,771,0,50,208,78,11,347,15062
6 Stn. Wagons,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,100
7 a) Taxis meter fited,,193,147,182,695,41,1258,120,13,0,133,0,25,38,54,16,133,7582
7 b) Luxury /Turist Cabs/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Auto-rikshaws,,590,693,531,167,205,2186,402,299,0,701,0,4,121,12,15,152,32107
9 Stage carriages,,5,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,883
10 Contract carriages /Mini Bus,,5,8,1,0,2,16,2,0,0,2,0,0,5,0,0,5,584
11 School Buses,,1,4,0,2,2,9,41,2,0,43,0,0,1,7,0,8,316
12 Private Service Vehicles,,10,1,0,0,0,11,147,0,0,147,0,1,3,0,0,4,350
13 Ambulances,,6,2,1,6,2,17,19,0,0,19,0,5,6,0,1,12,248
14 Articulated/Multi.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15  Trucks & Lorries,,64,56,81,95,14,310,960,10,0,970,0,2,518,99,12,631,9438
16 Tanker,,2,0,2,4,0,8,22,0,0,22,0,0,1,0,0,1,576
17  Delivery Van (4 wheelers),,32,72,53,63,14,234,483,16,0,499,0,22,80,73,8,183,8641
18  Delivery Van (3 wheelers),,138,129,115,118,40,540,246,43,0,289,0,1,95,19,20,135,8789
19  Tractors,,127,256,154,175,135,847,175,74,0,249,0,60,202,195,69,526,10023
20 Trailors,,67,235,147,116,102,667,159,90,0,249,0,50,156,169,58,433,8568
21 Others,,2,0,0,0,0,2,54,0,0,54,0,3,24,1,0,28,431
Total ...,,14610,10070,10687,12353,2281,50001,56206,5519,0,61725,0,2081,12247,6506,2194,23028,688431
Sr. Category,,Mumbai,Mumbai,Mumbai,Borivali,Gr.,Thane,Kalyan,Vashi,Vasai,Thane,Panvel,Pen-,Ratna-,Sindhu-,Panvel
No.,,(C),(W),(E),,Mumbai,,,N.mumbai,,Region,,Raigad,giri,durg,Region
1 2,,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1 Motor Cycles,,12318,19989,10613,0,42920,29316,10317,0,0,39633,0,10012,5910,3085,19007
2 Scooters,,2374,6696,1490,0,10560,5729,2644,0,0,8373,0,1706,361,210,2277
3 Moped,,17,0,177,0,194,1137,688,0,0,1825,0,5,0,332,337
Total --Two Wheelers,,14709,26685,12280,0,53674,36182,13649,0,0,49831,0,11723,6271,3627,21621
4  Cars,,7831,10048,2799,0,20678,18446,1316,0,0,19762,0,3781,555,414,4750
5 Jeeps,,206,346,33,0,585,3874,187,0,0,4061,0,734,103,68,905
6 Stn. Wagons,,1,0,1,0,2,1,0,0,0,1,0,2,0,15,17
7 a) Taxis meter fited,,1150,527,248,0,1925,1474,125,0,0,1599,0,2006,9,14,2029
7 b) Luxury /Turist Cabs/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Auto-rikshaws,,0,12284,4421,0,16705,3678,1781,0,0,5459,0,221,1089,1040,2350
9 Stage carriages,,134,0,0,0,134,0,25,0,0,25,0,10,0,0,10
10 Contract carriages /Mini Bus,,105,127,24,0,256,198,8,0,0,206,0,25,9,2,36
11 School Buses,,0,8,0,0,8,26,2,0,0,28,0,3,1,4,8
12 Private Service Vehicles,,76,48,26,0,150,43,2,0,0,45,0,1,0,1,2
13 Ambulances,,18,13,7,0,38,30,12,0,0,42,0,21,12,6,39
14 Articulated/Multi.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15  Trucks & Lorries,,22,7,8,0,37,3564,98,0,0,3662,0,812,68,130,1010
16 Tanker,,0,0,0,0,0,0,12,0,0,12,0,54,0,0,54
17  Delivery Van (4 wheelers),,141,125,48,0,314,1854,103,0,0,1957,0,426,213,100,739
18  Delivery Van (3 wheelers),,335,903,474,0,1712,1860,354,0,0,2214,0,217,160,96,473
19  Tractors,,2,13,0,0,15,42,6,0,0,48,0,33,9,13,55
20 Trailors,,2,2,1,0,5,160,7,0,0,167,0,37,10,24,71
21 Others,,26,0,5,0,31,82,4,0,0,86,0,150,0,2,152
Total ...,,24758,51136,20375,0,96269,71514,17691,0,0,89205,0,20256,8509,5556,34321
Sr. Category,,Kolha-,Sangli,Satara,Karad  Kolhapur,Pune,Solapur,Pimpri-,Bara-,Akluj,Pune,Nashik,A'mad-,S'ram-,Male-,Nashik
No.,,pur,,,Region,,,Chinchwad,mati,,Region,,nagar,pur,gaon,Region
1 2,,18,19,20,21 22,23,24,25,26,27,28,29,30,31,32,33
1 Motor Cycles,,20544,12657,14042,0 47243,48466,15722,21643,0,0,85831,28432,11704,10618,0,50754
2 Scooters,,1804,823,255,0 2882,14244,560,1671,0,0,16475,2186,459,78,0,2723
3 Moped,,2605,1488,1221,0 5314,6716,2130,2311,0,0,11157,3209,1240,628,0,5077
Total --Two Wheelers,,24953,14968,15518,0 55439,69426,18412,25625,0,0,113463,33827,13403,11324,0,58554
4  Cars,,1834,788,846,0 3468,11125,591,2670,0,0,14386,2849,754,529,0,4132
5 Jeeps,,284,441,306,0 1031,1638,470,483,0,0,2591,1176,115,189,0,1480
6 Stn. Wagons,,1,16,0,0 17,3,0,0,0,0,3,1,1,0,0,2
7 a) Taxis meter fited,,20,87,72,0 179,485,39,80,0,0,604,192,90,198,0,480
7 b) Luxury /Turist Cabs/,,0,0,0,0 0,0,0,0,0,0,0,0,0,0,0,0
8 Auto-rikshaws,,340,199,274,0 813,3062,412,263,0,0,3737,1573,227,254,0,2054
9 Stage carriages,,1,0,0,0 1,282,0,0,0,0,282,0,0,0,0,0
10 Contract carriages /Mini Bus,,67,5,1,0 73,249,7,38,0,0,294,9,4,2,0,15
11 School Buses,,0,1,2,0 3,0,0,0,0,0,0,0,0,3,0,3
12 Private Service Vehicles,,3,6,1,0 10,0,0,0,0,0,0,0,2,0,0,2
13 Ambulances,,11,6,3,0 20,19,6,8,0,0,33,9,3,12,0,24
14 Articulated/Multi.,,0,0,0,0 0,0,0,0,0,0,0,0,0,0,0,0
15  Trucks & Lorries,,248,135,228,0 611,548,91,322,0,0,961,488,71,126,0,685
16 Tanker,,35,4,10,0 49,54,6,0,0,0,60,16,0,0,0,16
17  Delivery Van (4 wheelers),,209,265,198,0 672,894,352,727,0,0,1973,1129,258,236,0,1623
18  Delivery Van (3 wheelers),,332,380,701,0 1413,1778,272,686,0,0,2736,224,356,410,0,990
19  Tractors,,376,334,466,0 1176,379,444,328,0,0,1151,1291,264,334,0,1889
20 Trailors,,519,304,408,0 1231,341,279,148,0,0,768,949,210,348,0,1507
21 Others,,7,1,0,0 8,25,0,6,0,0,31,2,29,8,0,39
Total ...,,29240,17940,19034,0 66214,90308,21381,31384,0,0,143073,43735,15787,13973,0,73495
Sr. Category,,Dhule,Jal-,Nandur-,Dhule,A'bad,Jalna,Beed,A'bad,Latur,O'sman-,A'mbe-,Latur,Nanded,Par-,Hingoli,Nanded
No.,,,gaon,bar,Region,,,,Region,,bad,jogai,Region,,bhani,,Region
1 2,,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1 Motor Cycles,,5538,16073,2776,24387,17332,6261,5461,29054,4833,2777,0,7610,6382,3391,2081,11854
2 Scooters,,33,113,25,171,1864,123,26,2013,38,8,0,46,258,14,3,275
3 Moped,,1402,2612,254,4268,104,331,606,1041,907,178,0,1085,455,474,173,1102
Total --Two Wheelers,,6973,18798,3055,28826,19300,6715,6093,32108,5778,2963,0,8741,7095,3879,2257,13231
4  Cars,,378,994,149,1521,1903,264,262,2429,412,108,0,520,447,200,95,742
5 Jeeps,,143,235,87,465,541,251,357,1149,171,63,0,234,381,139,97,617
6 Stn. Wagons,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 a) Taxis meter fited,,189,206,86,481,0,0,0,0,116,25,0,141,0,0,0,0
7 b) Luxury /Turist Cabs/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Auto-rikshaws,,136,1276,67,1479,2541,136,328,3005,621,414,0,1035,1735,465,195,2395
9 Stage carriages,,0,0,0,0,535,0,0,535,0,0,0,0,0,0,0,0
10 Contract carriages /Mini Bus,,1,5,0,6,0,0,0,0,2,0,0,2,0,0,0,0
11 School Buses,,1,2,0,3,11,0,0,11,4,0,0,4,0,0,0,0
12 Private Service Vehicles,,0,1,0,1,3,2,5,10,0,0,0,0,1,0,4,5
13 Ambulances,,1,17,0,18,7,1,0,8,2,0,0,2,0,0,1,1
14 Articulated/Multi.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15  Trucks & Lorries,,310,338,35,683,336,67,98,501,47,25,0,72,206,74,9,289
16 Tanker,,7,12,0,19,27,0,0,27,0,0,0,0,0,0,2,2
17  Delivery Van (4 wheelers),,99,232,35,366,395,111,158,664,105,45,0,150,55,42,106,203
18  Delivery Van (3 wheelers),,188,390,32,610,541,155,185,881,422,98,0,520,6,12,12,30
19  Tractors,,179,544,111,834,352,292,262,906,201,179,0,380,77,105,128,310
20 Trailors,,148,501,149,798,21,162,194,377,144,135,0,279,83,61,106,250
21 Others,,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Total ...,,8759,23555,3806,36120,26513,8156,7942,42611,8025,4055,0,12080,10086,4977,3012,18075
